what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383803581834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803587489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803593770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1383803594875
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803598395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803601535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803601797
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803604130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803605867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803606103
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803610781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803614717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803616366
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803619785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803623202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803624946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803632039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803643617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383803652434
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803661189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803664840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803665711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803672025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803776064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1383803778431
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803784231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803786864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803787139
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803789341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803790802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803791078
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803793298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803795450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803795725
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803798253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803803755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803804042
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803812098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803814949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803815200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1383803818861
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803822413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803824537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803832923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803843075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803851485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1383803856991
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803868981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803875045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803875394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383803879762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383803920793
error,log,,,"Could not publish server configuration: C:\\Users\\Gustavo\\Documents\\GitHub\\developAust\\.metadata\\.plugins\\org.eclipse.wst.server.core\\tmp0\\conf\\server.xml (The requested operation cannot be performed on a file with a user-mapped section open).",1383803922041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803922150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803924342
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383803926373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803928675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383803930060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383803966401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383803973759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804003243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804040105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804051303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804103130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804122693
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383804142477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804143935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804144197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804160920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804166268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804207314
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804305446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804315415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804317640
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804323625
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804342076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804368902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804375027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804375149
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804375226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1383804375227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804381263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804383266
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804383344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1383804383345
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1383804403584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804410792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804412574
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1383804412630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804415217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804419440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804421138
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804421216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextEditor",1383804421216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804422948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804435082
error,log,,,"Could not publish server configuration: C:\\Users\\Gustavo\\Documents\\GitHub\\developAust\\.metadata\\.plugins\\org.eclipse.wst.server.core\\tmp0\\conf\\server.xml (The requested operation cannot be performed on a file with a user-mapped section open).",1383804436333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804436425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804437452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804456443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804467462
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1383804467672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804478158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804485787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804493324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804507399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804528424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804534513
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383804542713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804547971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804552147
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1383804552166
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1383804558017
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1383804558076
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1383804567901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804594255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804595659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804596333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804603690
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804605948
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1383804607083
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804607919
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1383804607919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804613679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804623126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804629080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804675768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804693356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804695630
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1383804699961
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804703773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1383804722263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1383804722494
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804724777
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804726475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1383804729816
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804736370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804756158
error,log,,,"Could not publish server configuration: C:\\Users\\Gustavo\\Documents\\GitHub\\developAust\\.metadata\\.plugins\\org.eclipse.wst.server.core\\tmp0\\conf\\server.xml (The requested operation cannot be performed on a file with a user-mapped section open).",1383804757417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804757533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804759151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804760719
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804766807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804784820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804799569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804807123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804836396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804838508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804844887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383804849983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804855621
error,log,,,"Could not publish server configuration: C:\\Users\\Gustavo\\Documents\\GitHub\\developAust\\.metadata\\.plugins\\org.eclipse.wst.server.core\\tmp0\\conf\\server.xml (The requested operation cannot be performed on a file with a user-mapped section open).",1383804856870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804856980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804858489
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383804860523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383804970691
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383804975116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804979717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383804981223
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1383804981233
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1383804986979
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1383804987035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805081398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805411740
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383805426749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805432920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805442146
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383805442580
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383805442678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383805477605
error,log,,,"Could not publish server configuration: C:\\Users\\Gustavo\\Documents\\GitHub\\developAust\\.metadata\\.plugins\\org.eclipse.wst.server.core\\tmp0\\conf\\server.xml (The requested operation cannot be performed on a file with a user-mapped section open).",1383805478843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805478904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805485577
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383805489662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805493434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805498618
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383805499058
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383805499173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805535504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805705553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383805707773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1383805724734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805728421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805885488
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1383805890014
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1383805890103
started,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1383805890812
started,bundle,org.eclipse.equinox.http.servlet,1.1.200.v20110502,"org.eclipse.equinox.http.servlet",1383805890911
started,bundle,org.eclipse.equinox.http.registry,1.1.100.v20110502,"org.eclipse.equinox.http.registry",1383805891123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.help.helpContents",1383805891307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383805891483
